Feature Name,Target,Diameter,Center Latitude,Center          Longitude,Feature Type,Approval Date,Origin
Davies,Mars,48.06,45.96,0.09,"Crater, craters",2006,"Merton Edward; American engineer, planetary geodesist (1917-2001)."
Da Vinci,Mars,96.30,1.47,320.74,"Crater, craters",1973,Leonardo; Italian artist-scientist (1452-1519).
Dawes,Mars,185.32,-9.11,38.06,"Crater, craters",1973,William R.; British astronomer (1799-1868).
Deba,Mars,8.80,-23.95,342.70,"Crater, craters",1976,Town in Nigeria.
Dechu,Mars,22.00,-42.25,202.01,"Crater, craters","Feb 16, 2018",Village in India.
Degana,Mars,57.00,-23.72,314.50,"Crater, craters","Sep 06, 2016",Town in India.
Dein,Mars,25.52,38.21,357.49,"Crater, craters",1976,Town in New Guinea.
Dejnev,Mars,152.09,-25.14,195.36,"Crater, craters",1985,"Semen Ivanovich; Russian geographer, explorer, and navigator (1605-1673)."
Delta,Mars,7.89,-45.96,320.83,"Crater, craters",1976,"Town in Louisiana, USA."
Deltoton Sinus,Mars,0.00,-3.95,55.00,Albedo Feature,1958,“;Bay of the triangle“;; makes triangle with Iapygia and Oenotria.
Denning,Mars,159.72,-17.43,33.52,"Crater, craters",1973,William F.; British astronomer (1848-1931).
Depressio Hellespontica,Mars,0.00,-59.71,20.00,Albedo Feature,1958,Depression southwest of Hellespontus.
Dersu,Mars,5.88,22.64,308.11,"Crater, craters",1988,Town in Russia.
Dese,Mars,13.14,-45.41,329.39,"Crater, craters",1976,Town in Ethiopa.
Deseado,Mars,27.00,-80.62,70.29,"Crater, craters",2006,Town in Argentina.
Dessau,Mars,9.95,-42.76,306.87,"Crater, craters",1976,Town in Germany.
Deucalionis Regio,Mars,0.00,-14.83,20.00,Albedo Feature,1958,“;Deucalion's region;“; Deucalion was King of Thessaly who saved himself from flood.
Deuteronilus,Mars,0.00,34.68,360.00,Albedo Feature,1958,Designation of 2nd part of old feature “;Nilus.“;
Deuteronilus Cavus,Mars,123.00,36.15,14.01,"Cavus, cavi","Nov 21, 2023","Named from albedo feature at 35N, 355W."
Deuteronilus Colles,Mars,59.01,41.95,21.70,"Collis, colles",1982,Classical albedo feature name.
Deuteronilus Mensae,Mars,919.17,45.11,23.92,"Mensa, mensae",1973,"From albedo feature at 35N, 355W."
de Vaucouleurs,Mars,302.27,-13.31,171.00,"Crater, craters",2000,Gerard Henri; American astronomer (1918-1995).
[Deva Valles],Mars,0.00,-7.81,203.10,"Vallis, valles",1985,Classical river in Scotland.
Deva Vallis,Mars,53.65,-7.67,203.13,"Vallis, valles",1985,Classical name for Dee River in Scotland; new position and coordinates.
Dia-Cau,Mars,29.47,-0.36,317.34,"Crater, craters",1976,Town in the Socialist Republic of Vietnam.
Diacria,Mars,0.00,49.67,180.00,Albedo Feature,1958,"Highland area in northern Attica, Greece."
[Diacria Patera],Mars,65.50,34.58,227.40,"Patera, paterae",1985,"From albedo feature at 48N, 170W."
Dilly,Mars,2.13,13.27,157.22,"Crater, craters",2006,Town in Mali.
Dingo,Mars,15.56,-23.71,342.51,"Crater, craters",1976,Town in Australia.
Dinorwic,Mars,51.33,-30.03,258.54,"Crater, craters",1991,"Town in Ontario, Canada."
Dionysus Patera,Mars,23.00,17.96,226.77,"Patera, paterae","Oct 16, 2017","Greek god of wine, celebration and ecstasy, patron god of the art and theatre, one of the Olympian gods, son of Zeus."
Dioscuria,Mars,0.00,49.67,40.00,Albedo Feature,1958,"“;Home of Dioscuri,“; Polydeuces and Pollux; symbolic name for Sparta."
Dison,Mars,20.67,-25.03,343.50,"Crater, craters",1976,Town in Belgium.
Dittaino Valles,Mars,157.42,-1.43,293.14,"Vallis, valles",1985,Modern river in Italy.
Dixie,Mars,28.44,17.78,304.09,"Crater, craters",1988,"Town in Georgia, USA."
Doanus Vallis,Mars,139.91,-63.02,334.41,"Vallis, valles",1985,Classical river shown in Ptolemy's map; may be modern Mekong River of Burma.
Doba,Mars,25.89,10.92,119.62,"Crater, craters","Jul 01, 2009",Town in the Republic of Chad.
Dogana,Mars,41.20,-10.01,306.33,"Crater, craters","Apr 19, 2011",Town in the Republic of San Marino.
Dokka,Mars,51.10,77.17,214.24,"Crater, craters",2006,Town in Norway.
Dokuchaev,Mars,74.74,-60.62,232.92,"Crater, craters",1982,Vasily Vasil'evich; Russian soil scientist; founded modern genetical soil science (1840-1903).
Dollfus,Mars,363.08,-21.59,355.74,"Crater, craters","Oct 22, 2013",Audouin Charles; French astronomer (1924-2010).
Domoni,Mars,13.82,51.38,234.39,"Crater, craters","Mar 07, 2012",Town in the Union of the Comoros.
Doon,Mars,3.79,23.53,109.51,"Crater, craters",1988,"Town in Ontario, Canada."
Dorsa Argentea,Mars,339.26,-77.63,326.61,"Dorsum, dorsa",1976,Classical albedo feature name.
Dorsa Brevia,Mars,650.99,-71.05,63.18,"Dorsum, dorsa",1976,Classical albedo feature name.
Douglass,Mars,92.95,-51.34,289.46,"Crater, craters",1973,Andrew E.; American astronomer (1867-1962).
Dowa,Mars,40.84,-31.66,110.24,"Crater, craters","Jun 21, 2010",Town in Malawi.
Downe,Mars,28.13,-15.98,175.78,"Crater, craters",2003,Town in England.
Draconis Mons,Mars,39.68,-23.94,165.06,"Mons, montes","Oct 27, 2020","From albedo feature at 25S, 205W."
Drake,Mars,59.00,-39.87,39.78,"Crater, craters","Feb 03, 2025",Michael J.; British-American planetary scientist (1946-2011).
Drava Valles,Mars,159.03,-48.86,165.99,"Vallis, valles",1982,Modern river in Yugoslavia.
Drilon Vallis,Mars,118.53,7.17,307.66,"Vallis, valles",1985,"Classical name for present Drin River, Albania."
[Drinus Valles],Mars,0.00,-22.96,342.50,"Vallis, valles",1976,Ancient European river (Yugoslavia); dropped 1984.
Dromore,Mars,14.75,19.88,310.42,"Crater, craters",1976,Town in Northern Ireland.
Druzhba,Mars,1.90,-8.80,86.45,"Crater, craters","Apr 07, 2023",Village in Ukraine.
Dryas Mons,Mars,267.49,-44.39,187.59,"Mons, montes","Sep 15, 2020",Classical albedo feature name.
Dubis Vallis,Mars,45.42,-5.16,211.87,"Vallis, valles",1985,"Classical name for modern Doubs River, France."
Dubki,Mars,9.19,-34.97,304.80,"Crater, craters",1979,Town in Russia.
Dukhan,Mars,34.04,7.76,320.86,"Crater, craters","Nov 26, 2012",Town in Qatar.
Dulce Vallis,Mars,32.46,-4.82,136.54,"Vallis, valles","Jun 19, 2015",River in Argentina.
Dulovo,Mars,17.38,3.62,84.56,"Crater, craters","Sep 14, 2006",Town in Bulgaria.
Du Martheray,Mars,96.12,5.45,93.58,"Crater, craters",1973,Maurice; Swiss astronomer (1892-1955).
Dunhuang,Mars,11.73,-80.84,311.47,"Crater, craters",1991,Town in China.
Dunkassa,Mars,8.00,-37.49,222.94,"Crater, craters","Nov 27, 2015",Town in Benin.
Durius Valles,Mars,240.00,-17.30,171.98,"Vallis, valles",1997,"Classical name for modern Douro River, Portugal."
Dush,Mars,2.39,22.49,305.98,"Crater, craters",1988,Town in Egypt.
Du Toit,Mars,81.82,-71.62,310.40,"Crater, craters",1973,Alexander L.; South African geologist (1878-1948).
Dzeng,Mars,10.88,-80.51,289.53,"Crater, craters",1991,Town in Cameroon.
Dzígai Vallis,Mars,327.31,-58.10,323.41,"Vallis, valles",1991,Word for “;valley“; in Navajo.
Eads,Mars,2.74,-28.48,330.09,"Crater, craters",1976,"Town in Colorado, USA."
Eagle,Mars,12.50,43.81,351.83,"Crater, craters",1976,"Town in Idaho, USA."
Eberswalde,Mars,62.19,-23.98,326.70,"Crater, craters",2006,Town in Germany.
Echt,Mars,2.15,-21.97,331.81,"Crater, craters",1976,Town in Scotland.
Echus Chaos,Mars,480.51,10.79,285.28,"Chaos, chaoses",1985,"From albedo feature Echus Lacus at 1N, 90W."
Echus Chasma,Mars,391.10,2.47,280.04,"Chasma, chasmata",1976,Classical albedo feature name.
Echus Fossae,Mars,421.03,2.61,283.25,"Fossa, fossae",1988,Classical albedo feature name.
Echus Montes,Mars,397.06,7.81,282.05,"Mons, montes",1985,Albedo feature name.
Echus Palus,Mars,715.00,12.29,282.73,"Palus, paludes","May 20, 2016","Classical albedo feature name, Echus Lacus."
Edam,Mars,19.49,-26.28,339.96,"Crater, craters",1976,Town in the Netherlands.
Eddie,Mars,86.38,12.32,142.20,"Crater, craters",1973,Lindsay A.; South African astronomer (1845-1913).
Eden Patera,Mars,80.00,33.77,348.94,"Patera, paterae","Oct 29, 2012",Classical albedo feature name.
Edom,Mars,0.00,0.00,15.00,Albedo Feature,1958,"Biblical country of Edomites, south of Judea."
Eger,Mars,12.25,-48.29,308.13,"Crater, craters",1976,Town in Hungary.
Ehden,Mars,57.40,8.23,119.01,"Crater, craters","Jul 01, 2009",Town in Lebanon.
Eil,Mars,5.56,41.73,350.26,"Crater, craters",1976,Town in Somalia.
Eilat,Mars,29.70,-56.53,50.20,"Crater, craters","Dec 14, 2006",Town in Israel.
Ejriksson,Mars,46.63,-19.20,186.17,"Crater, craters",1967,Leif; Norse explorer (c. 1000).
Elath,Mars,13.23,45.87,346.40,"Crater, craters",1976,Town in Israel.
Elaver Vallis,Mars,178.92,-9.38,310.48,"Vallis, valles",1997,"Classical name for modern Allier River, France."
Electris,Mars,0.00,-44.66,170.00,Albedo Feature,1958,Electra's island near River Eridanus; famous for amber formed from tears shed by Phaethon's sisters.
Electris Mons,Mars,104.47,-45.67,152.73,"Mons, montes","Aug 12, 2013",Classical albedo feature name.
Elim,Mars,43.63,-80.17,96.80,"Crater, craters",2006,Town in South Africa.
Ellsley,Mars,10.94,36.29,276.70,"Crater, craters",1991,Town in England.
Elorza,Mars,45.16,-8.76,304.79,"Crater, craters","Sep 14, 2006",Town in Venezuela.
Elston,Mars,75.00,-15.39,119.18,"Crater, craters","May 01, 2021",Wolfgang; American volcanologist and planetary geologist (1928-2016).
Elva,Mars,21.00,5.08,1.11,"Crater, craters","Aug 22, 2022",Town in Estonia.
Ely,Mars,10.43,-23.62,332.70,"Crater, craters",1976,"Town in Nevada, USA."
Elysium,Mars,0.00,24.74,150.00,Albedo Feature,1958,Home of the blessed on western edge of world.
Elysium Catena,Mars,48.50,17.69,149.73,"Catena, catenae",1985,Albedo feature name.
Elysium Chasma,Mars,130.00,22.39,141.51,"Chasma, chasmata",1985,Albedo feature name.
Elysium Fossae,Mars,1044.00,24.08,146.14,"Fossa, fossae",1973,Classical albedo feature name.
Elysium Mons,Mars,401.00,25.02,147.21,"Mons, montes",1973,Classical albedo feature name.
Elysium Planitia,Mars,3000.79,2.98,154.74,"Planitia, planitiae",1973,Classical albedo feature name.
Elysium Rupes,Mars,140.50,25.24,148.04,"Rupes, rupēs",1985,Albedo feature name.
E. Mareotis Tholus,Mars,4.60,35.92,274.87,"Tholus, tholi",1991,Classical albedo name.
Endeavour,Mars,21.78,-2.28,354.80,"Crater, craters","Oct 20, 2008",Town in Canada.
Enipeus Vallis,Mars,527.07,36.80,267.20,"Vallis, valles",1991,Classical river.
Enns,Mars,23.00,-13.34,93.53,"Crater, craters","May 18, 2022",Town in Austria.
Eos Chaos,Mars,497.85,-16.82,313.48,"Chaos, chaoses",1982,Greek name of Aurora; albedo feature.
Eos Chasma,Mars,1305.69,-12.15,320.83,"Chasma, chasmata",1973,Classical albedo feature name.
Eos Mensa,Mars,346.67,-11.01,317.84,"Mensa, mensae",2003,Classical albedo feature name.
Erebus Montes,Mars,811.67,35.66,185.02,"Mons, montes",1982,"From albedo feature at 26N, 182W."
Eridania,Mars,0.00,-44.66,140.00,Albedo Feature,1958,"Region on the Po River, Italy."
Eridania Mons,Mars,143.29,-57.02,137.86,"Mons, montes","Aug 12, 2013",Classical albedo feature name.
Eridania Planitia,Mars,1062.13,-38.15,122.21,"Planitia, planitiae","Sep 22, 2010",Classical albedo feature name.
Eridania Scopulus,Mars,1017.66,-52.61,141.79,"Scopulus, scopuli",1979,Classical albedo feature name.
Erythraea Fossa,Mars,155.19,-27.27,329.06,"Fossa, fossae",1976,Classical albedo feature name.
Erythraeum Chaos,Mars,147.63,-21.84,347.62,"Chaos, chaoses","Dec 06, 2007",Classical albedo feature name.
[Erythraeum Planum],Mars,1750.00,-34.18,295.00,"Planum, plana",1979,Name changed to Bosporos Planum.
Escalante,Mars,75.26,0.19,115.39,"Crater, craters",1973,F.; Mexican astronomer (c. 1930).
Escorial,Mars,22.24,76.89,304.96,"Crater, craters",1991,Town in Spain.
Esira,Mars,16.26,8.96,313.39,"Crater, craters","Dec 08, 2014",Town in Madagascar.
Esk,Mars,3.67,45.21,352.98,"Crater, craters",1976,Town in Australia.
Espino,Mars,12.05,-19.69,110.34,"Crater, craters",1991,Town in Venezuela.
Eudoxus,Mars,98.51,-44.52,212.78,"Crater, craters",1973,Greek astronomer (c. 408-355 B.C.).
Eumenides Dorsum,Mars,569.26,4.79,203.60,"Dorsum, dorsa",1976,Classical albedo feature name.
Eunostos,Mars,0.00,22.00,140.00,Albedo Feature,1958,"“;Lucky journey or lucky return“;; i.e., infernal regions beyond Elysium."
Euphrates,Mars,0.00,19.78,25.00,Albedo Feature,1958,Biblical fourth River of Paradise.
Euphrates Patera,Mars,20.27,38.43,10.26,"Patera, paterae","Oct 29, 2012",Classical albedo feature name.
Euripus Mons,Mars,88.91,-44.82,105.18,"Mons, montes",2003,Albedo feature name.
Evpatoriya,Mars,1.04,46.95,134.36,"Crater, craters",1979,Soviet tracking site (Soviet spelling used).
Evros Vallis,Mars,358.01,-12.65,13.83,"Vallis, valles",1982,River in Greece.
Faith,Mars,5.30,42.92,348.17,"Crater, craters",1976,"Town in South Dakota, USA."
Falun,Mars,10.01,-23.96,335.33,"Crater, craters",1976,Town in Sweden.
Fancy,Mars,49.44,-35.45,113.60,"Crater, craters","Aug 27, 2012",Town in Saint Vincent and the Grenadines.
Faqu,Mars,12.25,-24.54,106.34,"Crater, craters",1991,Town in Jordan.
Farah Vallis,Mars,76.37,-6.03,136.80,"Vallis, valles","Apr 03, 2013",River in Afghanistan.
Farim,Mars,3.92,-44.31,139.28,"Crater, craters","Mar 11, 2013",Town in the Republic of Guinea-Bissau.
Fastov,Mars,11.12,-25.04,339.63,"Crater, craters",1976,Town in Ukraine.
Felis Dorsa,Mars,244.00,-21.87,294.10,"Dorsum, dorsa",1976,Classical albedo feature name.
Fenagh,Mars,6.22,34.29,144.37,"Crater, craters",1991,Town in Ireland.
Fesenkov,Mars,87.38,21.66,273.47,"Crater, craters",1973,Vasilii G.; Russian astrophysicist (1889-1972).
Firsoff,Mars,90.00,2.73,350.63,"Crater, craters","Nov 15, 2010",Valdemar Axel; English astronomer (1910-1981).
Fitzroy,Mars,38.17,-35.69,112.06,"Crater, craters","Jun 21, 2010",Town in the Falkland Islands.
Flammarion,Mars,173.70,25.22,48.28,"Crater, craters",1973,Camille; French astronomer (1842-1925).
Flat,Mars,3.04,-25.42,340.45,"Crater, craters",1976,"Town in Alaska, USA."
Flateyri,Mars,9.50,-35.86,330.92,"Crater, craters","Sep 12, 2016",Village in Iceland.
Flaugergues,Mars,236.06,-16.80,19.22,"Crater, craters",1973,Honore; French astronomer (1755-1835).
Floq,Mars,2.55,14.94,107.16,"Crater, craters",1988,Town in Albania.
Flora,Mars,18.31,-44.67,308.55,"Crater, craters",1976,"Town in Mississippi, USA."
Focas,Mars,72.02,33.56,12.75,"Crater, craters",1973,Jean H.; Greco-French astronomer (1909-1969).
Fontana,Mars,80.06,-62.91,287.88,"Crater, craters",1973,Francesco; Italian astronomer (1585-1646).
Foros,Mars,24.54,-33.40,332.13,"Crater, craters",1979,Town in Ukraine.
Forro,Mars,54.00,-48.89,33.82,"Crater, craters","Feb 03, 2025",Madeleine Barbothy; Hungarian-American specialist on cosmic rays (1904-1995).
Fortuna Fossae,Mars,324.28,4.64,267.31,"Fossa, fossae",1985,Classical albedo feature name.
Fournier,Mars,114.28,-4.30,72.64,"Crater, craters",1973,Georges; French astronomer (1881-1954).
Freedom,Mars,12.74,43.36,351.02,"Crater, craters",1976,"Town in Oklahoma, USA."
Frento Vallis,Mars,251.09,-50.03,345.16,"Vallis, valles",1985,Classical name for river in Italy.
[Frigoris Scopulus],Mars,0.00,79.38,176.00,"Scopulus, scopuli",1984,Classical albedo feature; name dropped 1984.
Funchal,Mars,1.62,22.98,310.56,"Crater, craters",1979,Port of Madeira Islands.
Gaan,Mars,3.01,38.66,356.60,"Crater, craters",1976,Town in Somalia.
Gagra,Mars,13.41,-20.64,337.90,"Crater, craters",1976,Town in the Republic of Georgia.
Gah,Mars,2.78,-44.69,327.36,"Crater, craters",1976,Town in Indonesia.
Galap,Mars,5.99,-37.66,192.93,"Crater, craters","Feb 12, 2009",Town in the Republic of Palau.
Galaxias Chaos,Mars,234.48,33.83,146.52,"Chaos, chaoses",1985,Albedo feature name.
Galaxias Colles,Mars,610.34,36.80,147.48,"Collis, colles",1985,Albedo feature name.
Galaxias Fluctūs,Mars,607.03,30.96,143.03,"Fluctus, fluctūs",1985,Albedo feature name.
Galaxias Fossae,Mars,552.00,36.63,142.00,"Fossa, fossae",1985,Albedo feature name.
[Galaxias Mensae],Mars,327.00,36.18,147.30,"Mensa, mensae",1985,Albedo feature name. (Named dropped. Feature is part of Galaxias Colles.)
Galaxius Mons,Mars,22.23,34.76,142.31,"Mons, montes",1991,Classical albedo name.
Galdakao,Mars,33.44,-13.34,176.63,"Crater, craters",2003,Euskadi (Basque) town in Spain.
Gale,Mars,154.08,-5.37,137.81,"Crater, craters",1991,Walter F.; Australian astronomer (1865-1945).
Gali,Mars,25.86,-43.75,322.81,"Crater, craters",1976,Town in the Republic of Georgia.
Galilaei,Mars,137.17,5.72,333.09,"Crater, craters",1973,Galileo; Italian astronomer and physicist (1564-1642).
Galle,Mars,223.53,-50.63,329.00,"Crater, craters",1973,Johann G.; German astronomer (1812-1910).
Galu,Mars,13.57,-22.08,338.33,"Crater, craters",1976,Town in Zaire.
Gamboa,Mars,30.82,40.77,315.64,"Crater, craters",2006,Town in Panama.
Gan,Mars,20.63,61.72,229.00,"Crater, craters","Nov 22, 2013",Town in the Republic of the Maldives.
Gander,Mars,36.08,-31.26,94.22,"Crater, craters",1991,"Town in Newfoundland, Canada."
Gandu,Mars,9.49,-45.38,312.72,"Crater, craters",1976,Town in Brazil.
Gandzani,Mars,51.91,34.24,269.17,"Crater, craters",1991,Town in the Republic of Georgia.
Ganges Catena,Mars,81.27,-2.70,291.22,"Catena, catenae",1973,Classical albedo feature name.
Ganges Cavus,Mars,43.11,-10.09,308.55,"Cavus, cavi",2006,Classical albedo feature name.
Ganges Chaos,Mars,113.73,-9.76,313.96,"Chaos, chaoses",2006,Classical albedo feature name.
Ganges Chasma,Mars,574.08,-7.96,312.11,"Chasma, chasmata",1973,Classical albedo feature name.
Ganges Mensa,Mars,135.90,-7.23,311.25,"Mensa, mensae",2006,Classical albedo feature name.
Gardo,Mars,15.53,-26.67,335.23,"Crater, craters",1976,Town in Somalia.
Gari,Mars,9.43,-35.88,288.77,"Crater, craters",1979,Town in Russia.
Garm,Mars,4.80,48.25,350.94,"Crater, craters",1976,Town in Tadzhikistan.
Garni,Mars,2.57,-11.52,290.31,"Crater, craters","Apr 24, 2015",Village in Armenia.
Garu,Mars,32.00,-6.39,141.28,"Crater, craters","Apr 06, 2018",Town in Ghana.
Gasa,Mars,7.03,-35.72,129.40,"Crater, craters","Aug 06, 2009",Town in Bhutan.
Gastre,Mars,7.10,24.61,112.53,"Crater, craters",1976,Town in Argentina.
[Gatico],Mars,18.29,-20.87,338.87,"Crater, craters",1976,Town in Chile.
Gebog,Mars,9.00,-37.25,124.11,"Crater, craters","Mar 23, 2022",Town in Indonesia.
Gediz Vallis,Mars,8.29,-4.85,137.44,"Vallis, valles","May 01, 2017",River in Turkey.
Gehon,Mars,0.00,14.83,360.00,Albedo Feature,1958,Biblical second River of Paradise; bordering Eden.
Gemina Lingula,Mars,772.89,81.87,2.59,"Lingula, lingulae","Apr 30, 2007",Classical albedo feature name.
Gemini Scopuli,Mars,1000.36,80.39,26.10,"Scopulus, scopuli",2006,Classical albedo feature name.
Geryon Montes,Mars,377.83,-7.72,278.38,"Mons, montes",1982,Classical albedo feature.
Gigas Fossae,Mars,190.00,3.55,230.44,"Fossa, fossae",1988,Albedo feature name.
Gigas Sulci,Mars,418.56,10.02,232.27,"Sulcus, sulci",1976,Classical albedo feature name.
Gilbert,Mars,121.34,-68.00,86.08,"Crater, craters",1973,Grove K.; American geologist (1843-1918).
Gill,Mars,83.17,15.76,5.55,"Crater, craters",1973,David; British astronomer (1843-1914).
Glazov,Mars,22.02,-20.62,333.41,"Crater, craters",1976,Town in Russia.
Gledhill,Mars,78.47,-53.17,87.10,"Crater, craters",1973,Joseph; British astronomer (1836-1906).
Glendore,Mars,8.23,18.34,308.33,"Crater, craters",1988,Town in Ireland.
Glide,Mars,9.85,-8.13,316.82,"Crater, craters",1976,"Town in Oregon, USA."
Globe,Mars,50.74,-23.68,332.65,"Crater, craters",1976,"Town in Arizona, USA."
Goba,Mars,10.90,-23.22,338.99,"Crater, craters",1976,Town in Ethiopia.
Goff,Mars,7.95,23.26,104.86,"Crater, craters",1976,Town in Somalia.
Gokwe,Mars,2.16,-27.14,78.12,"Crater, craters","Jul 05, 2017",Town in Zimbabwe.
Gol,Mars,9.53,47.15,349.36,"Crater, craters",1976,Town in Norway.
Gold,Mars,8.91,20.03,328.76,"Crater, craters",1976,"Town in Pennsylvania, USA."
Golden,Mars,19.59,-22.01,326.51,"Crater, craters",1976,"Town in Illinois, USA."
Goldstone,Mars,1.03,47.77,134.58,"Crater, craters",1979,American tracking site.
Gonnus Mons,Mars,49.38,41.21,269.12,"Mons, montes",1991,Classical town.
Gordii Dorsum,Mars,481.56,4.11,215.86,"Dorsum, dorsa",1976,Classical albedo feature name.
Gordii Fossae,Mars,369.00,14.83,232.40,"Fossa, fossae",2000,From classical albedo feature name.
Gorgonum Chaos,Mars,150.71,-37.26,189.10,"Chaos, chaoses",1985,"From albedo feature at 24S, 154W."
Gorgonum Mons,Mars,70.00,-35.34,190.31,"Mons, montes","Aug 18, 2020","Classical albedo feature name of Greek origin, Gorgonum Sinus."
Gori,Mars,6.43,-22.95,331.17,"Crater, craters",1979,town in the Republic of Georgia.
Graff,Mars,154.49,-21.18,153.81,"Crater, craters",1973,Kasimir; German astronomer (1878-1950).
Granicus Valles,Mars,777.78,30.58,129.97,"Vallis, valles",1982,Ancient name for river in Turkey.
Gratteri,Mars,7.56,-17.71,199.94,"Crater, craters",2006,"Town on the island of Sicily, Italy."
Greeley,Mars,457.45,-36.79,3.92,"Crater, craters","Apr 11, 2015",Ronald; American geologist (1939-2011).
Green,Mars,182.07,-52.30,351.46,"Crater, craters",1973,Nathan E.; British astronomer (1823-1899).
Greg,Mars,68.12,-38.59,112.89,"Crater, craters","Jun 21, 2010",Percy; English writer (1836-1889).
Grindavik,Mars,11.71,25.40,321.01,"Crater, craters","Sep 14, 2006",Town in Iceland.
Gringauz,Mars,71.02,-20.67,324.30,"Crater, craters","Jul 01, 2013",Konstantin Iosifovich; Russian cosmophysicist (1918–1993).
Grjótá Valles,Mars,343.77,15.38,166.38,"Vallis, valles",2006,River in Iceland.
Grójec,Mars,37.31,-21.47,329.16,"Crater, craters",1976,Town in Poland.
Groves,Mars,10.27,-4.06,315.45,"Crater, craters",1976,"Town in Texas, USA."
Guaymas,Mars,20.12,25.66,314.97,"Crater, craters",1976,Town in Mexico.
Güimar,Mars,28.00,-3.40,79.65,"Crater, craters","May 18, 2022",Town in Canary Islands.
Guir,Mars,18.20,-21.54,339.50,"Crater, craters",1976,Town in Mali.
Gujiang,Mars,0.50,24.98,109.90,"Crater, craters","Dec 03, 2021",Town in China.
Gulch,Mars,8.32,15.85,109.02,"Crater, craters",1976,Town in Ethiopia.
Gunjur,Mars,26.85,-0.17,146.66,"Crater, craters","Jun 03, 2013",Town in the Republic of Gambia.
Gunnison,Mars,39.57,-43.67,102.92,"Crater, craters",2003,"Town in Colorado, USA."
Gusev,Mars,158.12,-14.53,175.52,"Crater, craters",1976,Matvei M.; Russian astronomer (1826-1866).
Gutian,Mars,0.71,24.96,110.23,"Crater, craters","Dec 03, 2021",Town in China.
Gwash,Mars,4.75,38.96,356.84,"Crater, craters",1976,Town in Pakistan.
Hack,Mars,69.00,27.86,11.48,"Crater, craters","May 06, 2025",Margherita; Italian astrophysicist (1922-2013).
Hadley,Mars,115.46,-19.26,156.97,"Crater, craters",1973,George; British meteorologist (1685-1768).
Hadriaca Patera,Mars,66.04,-30.20,92.79,"Patera, paterae",1973,Classical albedo feature name.
Hadriacus Cavi,Mars,59.09,-27.25,78.05,"Cavus, cavi","Oct 12, 2014",Classical albedo feature name.
Hadriacus Mons,Mars,450.00,-31.29,91.86,"Mons, montes","Sep 19, 2007",Classical albedo feature name.
Hadriacus Palus,Mars,176.33,-27.25,77.30,"Palus, paludes","Jul 09, 2013",Classical albedo feature name.
Hala,Mars,21.00,-37.17,190.82,"Crater, craters","May 16, 2025",Town in Pakistan.
Halba,Mars,31.41,-26.01,303.86,"Crater, craters","Nov 12, 2013",Town in Lebanon.
Haldane,Mars,76.75,-52.75,129.26,"Crater, craters",1973,John B.; British physiologist-geneticist (1892-1964).
Hale,Mars,137.31,-35.69,323.64,"Crater, craters",1973,George E.; American astronomer (1868-1938).
Halex Fossae,Mars,147.25,27.35,233.96,"Fossa, fossae",1985,"From albedo feature at 40N, 110W."
Halley,Mars,83.72,-48.34,300.73,"Crater, craters",1973,Edmund; British astronomer (1656-1742).
Ham,Mars,1.59,-44.67,327.50,"Crater, craters",1976,Town in France.
Hamaguir,Mars,0.82,48.68,132.51,"Crater, craters",1979,Algerian launch site.
Hamelin,Mars,9.74,20.25,327.25,"Crater, craters",1976,Old German town referred to in the Pied Piper fairy tale.
Handlová,Mars,4.39,37.69,271.41,"Crater, craters",1991,Town in Slovakia.
Harad̦,Mars,8.06,-27.46,331.99,"Crater, craters",1976,Town in Saudi Arabia.
Hargraves,Mars,60.28,20.74,75.74,"Crater, craters","Sep 14, 2006",Robert B.; American geoscientist (1928-2003).
Harmakhis Vallis,Mars,526.66,-40.98,90.06,"Vallis, valles",1979,Ancient Egyptian word for “;Mars.“;
Harris,Mars,81.56,-21.90,66.81,"Crater, craters","Jul 07, 2010",Daniel Lester III; American astronomer (1919-1962).
Hartwell,Mars,1.70,18.53,77.72,"Crater, craters","Jan 17, 2020","Town in Georgia, USA."
Hartwig,Mars,99.33,-38.66,344.14,"Crater, craters",1973,Ernst; German astronomer (1851-1923).
Hashir,Mars,16.15,3.19,85.01,"Crater, craters","Sep 14, 2006",Town in Turkey.
Havel Vallis,Mars,240.19,0.77,302.54,"Vallis, valles","Jan 03, 2012",River in Germany.
Heaviside,Mars,83.28,-70.50,264.78,"Crater, craters",1973,Oliver; British physicist (1850-1925).
Hebes Chasma,Mars,316.74,-1.07,283.94,"Chasma, chasmata",1973,Classical albedo feature name.
Hebes Mensa,Mars,112.46,-1.02,283.22,"Mensa, mensae",1982,Classical albedo feature; name of goddess of youth.
Hebrus Valles,Mars,325.00,19.88,126.74,"Vallis, valles",1982,Ancient river in Greece.
Hecates Tholus,Mars,181.57,32.12,150.24,"Tholus, tholi",1973,Classcial albedo feature name.
Hegemone Dorsum,Mars,143.63,-54.72,315.10,"Dorsum, dorsa",1991,One of the Graces.
Heimdal,Mars,10.49,68.33,235.44,"Crater, craters","Jul 16, 2008",Town in Norway.
Heinlein,Mars,85.34,-64.48,116.31,"Crater, craters",1994,Robert A.; American author (1907-1988).
Hellas,Mars,0.00,-39.67,70.00,Albedo Feature,1958,Greece.
Hellas Chaos,Mars,590.62,-47.12,64.41,"Chaos, chaoses",1994,Named for albedo feature Hellas.
