Feature Name,Target,Diameter,Center Latitude,Center          Longitude,Feature Type,Approval Date,Origin
Grotell,Mercury,48.25,71.09,31.63,"Crater, craters","Apr 24, 2012",Majlis; Finnish and American ceramist (1899-1973).
Guido d'Arezzo,Mercury,58.00,-38.41,18.53,"Crater, craters",1976,Italian musical theorist (c. 990-1050).
Guinness,Mercury,97.00,15.79,266.28,"Crater, craters","Feb 07, 2025",May; Irish painter (1863-1955).
Hafiz,Mercury,280.00,19.50,280.44,"Crater, craters","Jun 23, 2014","Hafiz (or Hafez) of Shiraz, Shams-ud-din Muhammad; Persian poet (c. 1320-1389)."
Halim,Mercury,44.00,48.87,100.94,"Crater, craters","Nov 14, 2024",Tahia; Egyptian painter (1919-2003).
Hals,Mercury,93.00,-54.96,114.99,"Crater, craters",1985,Frans; Dutch painter (1581/1585-1666).
Handel,Mercury,138.00,3.53,34.38,"Crater, craters",1976,G. F.; German-British composer (1685-1759).
Han Kan,Mercury,50.00,-72.13,146.40,"Crater, craters",1985,Chinese painter (720-780).
Harunobu,Mercury,107.00,14.88,140.93,"Crater, craters",1976,Suzuki; Japanese artist (1720/1724-1770).
Hauptmann,Mercury,118.00,-23.70,180.41,"Crater, craters",1985,Gerhart; German novelist and dramatist (1862-1946).
Havu Facula,Mercury,23.00,-52.22,28.45,"Facula, faculae","Apr 16, 2019",Kannada (SW India) word for snake.
Hawthorne,Mercury,120.00,-51.31,115.34,"Crater, craters",1979,Nathaniel; American novelist (1804-1864).
Haydn,Mercury,251.00,-27.22,71.64,"Crater, craters",1976,J.; Austrian composer (1732-1809).
Haystack Catena,Mercury,274.00,4.42,46.48,"Catena, catenae","Mar 26, 2013",Radio telescope facility in Massachusetts.
Heaney,Mercury,125.00,-33.77,237.71,"Crater, craters","Mar 20, 2017",Seamus Justin; Irish poet and playwright (1939 - 2013).
Heemskerck Rupes,Mercury,320.00,27.30,124.31,"Rupes, rupēs",1976,"Dutch; one of Tasman's ships to explore Australia, New Zealand, 1642-43."
Heine,Mercury,73.00,32.46,124.88,"Crater, craters",1979,Heinrich; German poet (1797-1856).
Heliocaminus,Mercury,0.00,40.00,170.00,Albedo Feature,1976,Albedo feature; Antoniadi map.
Hemingway,Mercury,126.00,17.38,3.13,"Crater, craters","Jul 09, 2009",Ernest Miller; American author (1899-1961).
Henri,Mercury,163.80,79.68,207.02,"Crater, craters","Apr 24, 2012",Robert; American painter (1865 –1929).
Hero Rupes,Mercury,456.00,-58.72,171.70,"Rupes, rupēs",1976,"American; Palmer's ship to explore Antarctic coast, 1820-21."
Hesiod,Mercury,101.00,-58.27,34.25,"Crater, craters",1976,Greek poet (c. 800 B.C.).
Hesperides Rupes,Mercury,374.00,-2.98,189.55,"Rupes, rupēs","Jan 11, 2023","Spanish; a global research vessel, used since 1991 for studies of geology, geophysics, hydrography, physical and chemical oceanography, marine biology as well as for logistical support to the Spanish Antarctic bases."
Hesperis,Mercury,0.00,-45.00,355.00,Albedo Feature,1976,Albedo feature; Antoniadi map.
Hiroshige,Mercury,138.00,-13.34,26.96,"Crater, craters",1976,Ando; Japanese artist (1797-1858).
Hitomaro,Mercury,105.00,-16.07,15.65,"Crater, craters",1976,Kakinomoto No; Japanese poet (c. 655-c. 700).
Hodgkins,Mercury,19.00,29.12,342.03,"Crater, craters","Jul 09, 2009",Frances; New Zealand painter (1869-1947).
Hokusai,Mercury,114.00,57.84,343.35,"Crater, craters","Mar 03, 2010","Katsushika; Japanese painter, draftsman, and printmaker (1760-1849)."
Holbein,Mercury,115.00,36.16,29.84,"Crater, craters",1979,"Hans (c. 1465-1524), and Hans (c. 1497-1543); German painters."
Holberg,Mercury,64.00,-67.37,59.57,"Crater, craters",1976,Ludvig; Norwegian-Danish writer (1684-1754).
Holst,Mercury,170.00,-17.42,315.04,"Crater, craters","Apr 24, 2012",Gustav Theodore; British composer (1874-1934).
Homer,Mercury,319.00,-1.30,36.62,"Crater, craters",1976,Greek epic poet (8th or 9th century B.C.).
Hopper,Mercury,36.00,-12.44,55.96,"Crater, craters","Dec 19, 2012",Edward; American painter (1882-1967).
Horace,Mercury,56.00,-69.34,50.02,"Crater, craters",1976,Roman poet (65-8 B.C.).
Hovnatanian,Mercury,34.00,-7.68,187.29,"Crater, craters","Nov 20, 2008",Hakop; Armenian painter (1806-1881).
Hugo,Mercury,206.00,39.61,48.49,"Crater, craters",1979,"Victor; French writer, dramatist and poet (1802-1885)."
Hun Kal,Mercury,1.13,-0.46,20.01,"Crater, craters",1976,Means “;20“; in Mayan language.
Hurley,Mercury,67.00,-87.36,6.99,"Crater, craters","Mar 15, 2013",James Francis “Frank”; Australian photographer (1885-1962).
Ibab Facula,Mercury,13.00,14.50,199.20,"Facula, faculae","Apr 16, 2018",Amharic (Ethiopia) word for snake.
Ibsen,Mercury,159.00,-24.35,35.89,"Crater, craters",1976,Heinrich J.; Norwegian poet and dramatist (1828-1906).
Ictinus,Mercury,120.00,-79.56,174.24,"Crater, craters",1976,Greek architect (5th century B.C.).
Imhotep,Mercury,159.00,-17.97,37.48,"Crater, craters",1976,Egyptian physician and sage (c. 2686-2613 B.C.).
Investigator Rupes,Mercury,390.00,-25.39,223.96,"Rupes, rupēs","Jan 12, 2021","Australian; research vessel used since 2014 for atmospheric, oceanographic, biological and geoscience research from the tropical north to the Antarctic ice-edge mainly in the Indian and Pacific Oceans."
Inyoka Faculae,Mercury,130.00,14.00,197.70,"Facula, faculae","Apr 16, 2018",Zulu and Xhosa (South Africa) word for snake.
Italica Rupes,Mercury,282.00,-42.42,139.63,"Rupes, rupēs","Apr 20, 2023",Italian; general cargo and oceanographic research vessel used to study the Ross Sea continental shelf in Antarctica and as logistical support for Italian Antarctic exploration since 1990.
Ives,Mercury,18.00,-32.87,111.99,"Crater, craters",1979,Charles; American composer (1874-1954).
Izquierdo,Mercury,174.00,-1.66,252.96,"Crater, craters","Jul 09, 2009",María; Mexican painter (c.1902-1955).
Janáček,Mercury,47.00,55.72,154.85,"Crater, craters",1985,Leos; Czechoslovakian composer (1854-1928).
Jiménez,Mercury,27.00,81.83,152.31,"Crater, craters","Sep 11, 2019","Juan Ramón, Spanish poet and author (1881 – 1958)."
Jobim,Mercury,167.00,32.45,66.88,"Crater, craters","Sep 25, 2015",Antonio Carlos; Brazilian composer and musician (1927-1994).
Jókai,Mercury,93.00,71.93,138.45,"Crater, craters",1979,Mor; Hungarian novelist (1825-1904).
Joplin,Mercury,139.00,-38.56,334.49,"Crater, craters","Dec 19, 2012",Scott; American composer (1868 – 1917).
Josetsu,Mercury,30.00,83.58,134.93,"Crater, craters","Sep 11, 2019","Taikō, Japanese ink painter (1405 – 1496)."
Judah Ha-Levi,Mercury,85.00,10.79,108.01,"Crater, craters",1976,Judah; Jewish poet and religious philosopher (c. 1075-1141).
Kainan Rupēs,Mercury,325.00,-29.80,330.80,"Rupes, rupēs","Oct 19, 2018","Japanese; Kainan Maru, ship of Nobu Shirase Antarctic exploration, 1910-1912."
Kālidāsā,Mercury,160.00,-18.21,179.82,"Crater, craters",1976,Indian poet and dramatist (c. 5th century).
Kandinsky,Mercury,60.00,87.89,281.22,"Crater, craters","Aug 06, 2012",Wassily; Russian painter (1866-1944).
Karsh,Mercury,58.00,-35.49,281.15,"Crater, craters","Apr 30, 2015",Yousuf; Canadian portrait photographer of Armenian descent (1908-2002).
Keats,Mercury,107.85,-70.31,156.65,"Crater, craters",1976,John; English poet (1795-1821).
Kenkō,Mercury,105.00,-21.35,16.16,"Crater, craters",1976,Yashida Ca; Japanese writer (1283-1352).
Kerouac,Mercury,110.00,25.21,230.90,"Crater, craters","Oct 12, 2015","Jack, American poet and author (1922-1969)."
Kertész,Mercury,32.00,27.37,213.92,"Crater, craters","Apr 08, 2008",André; Hungarian-born American photographer (1894-1985).
Khansa,Mercury,113.00,-58.95,51.94,"Crater, craters",1976,Al; Arab female poet (c. 6th century).
Kipling,Mercury,164.00,-19.37,287.98,"Crater, craters","Mar 03, 2010",Rudyard; English author (1865-1936).
Kirby,Mercury,31.00,82.96,151.32,"Crater, craters","Sep 11, 2019","Jack, American illustrator (1917 – 1994)."
Kobro,Mercury,54.00,-82.16,278.78,"Crater, craters","Dec 19, 2012",Katarzyna; Polish sculptor (1898-1951).
Kofi,Mercury,136.00,56.75,242.13,"Crater, craters","Apr 24, 2012",Vincent Akwete; Ghanaian sculptor (1923-1974).
Komeda,Mercury,54.00,-82.74,269.53,"Crater, craters","Dec 19, 2012",Krzysztof; Polish composer and musician (1931- 1969).
Kōshō,Mercury,64.00,59.93,139.87,"Crater, craters",1985,Japanese sculptor (13th century).
Kuan Han-Ch'ing,Mercury,143.00,29.44,53.67,"Crater, craters",1979,Chinese dramatist (c. 1241-1320).
Kuiper,Mercury,62.00,-11.34,31.32,"Crater, craters",1976,"Gerard P.; Dutch-American astronomer, member of original Mariner Venus-Mercury Imaging Team (1905-1973)."
Kulthum,Mercury,31.00,50.72,266.47,"Crater, craters","Apr 30, 2015","Umm; Alternate spellings Kulthūm, Kalthoum, and Kalsoum; Egyptian singer (born between 1898 and 1904, died 1975)."
Kunisada,Mercury,241.00,1.36,247.14,"Crater, craters","Jul 09, 2009",Utagawa Kunisada; Japanese woodblock printmaker (1786-1864).
Kuniyoshi,Mercury,27.00,-57.87,37.49,"Crater, craters","Mar 14, 2014",Utagawa Kuniyoshi; Japanese painter and printmaker (1798-1861).
Kurosawa,Mercury,152.00,-52.44,21.49,"Crater, craters",1976,Kinko; Japanese composer (18th century).
Kyōsai,Mercury,39.00,25.15,355.14,"Crater, craters","Dec 19, 2012",Kawanabe; Japanese artist (1831-1889).
La Dauphine Rupes,Mercury,252.00,66.30,26.62,"Rupes, rupēs","Feb 12, 2014","French; royal ship used for a voyage in search of the eastern coast of Asia, determined that North America was not an extension of Asia, 1524."
Lance Rupes,Mercury,167.00,-4.23,182.60,"Rupes, rupēs","Jan 11, 2023","Norwegian; a research vessel that has operated primarily in the Arctic since 1992 for various research purposes, in particular marine biology and oceanography; was used for Mars rover simulations on Svalbard in 2009."
Lange,Mercury,176.00,6.40,259.59,"Crater, craters","Jul 09, 2009",Dorothea; American photographer (1895-1965).
Larrocha,Mercury,196.00,43.29,69.83,"Crater, craters","Jun 18, 2013",Alicia de Larrocha; Spanish pianist (1923-2009).
Laxness,Mercury,25.89,83.27,50.04,"Crater, craters","Jun 18, 2013",Halldór Kiljan; Icelandic writer (1902-1998).
Legend Rupes,Mercury,209.00,-17.62,345.53,"Rupes, rupēs","Dec 02, 2022","Taiwanese; a research vessel used since 2018 for oceanographic observations, seafloor topographic mapping, seismic survey and sediment coring in the Pacific Ocean area adjacent to East Asia."
Le Guin,Mercury,61.00,-18.76,102.74,"Crater, craters","Nov 14, 2024",Ursula Kroeber; American author (1929-2018).
L’Engle,Mercury,62.00,-86.63,290.38,"Crater, craters","Mar 15, 2013",Madeleine; American author (1918-2007).
Lennon,Mercury,95.00,-36.41,318.82,"Crater, craters","Dec 16, 2013",John Winston; English singer and songwriter (1940-1980).
Leopardi,Mercury,71.45,-72.76,184.84,"Crater, craters",1976,"G.; Italian poet, scholar, and philosopher (1798-1837)."
Lermontov,Mercury,166.00,15.24,48.94,"Crater, craters",1976,Mikhail Yurevich; Russian poet (1814-1841).
Lessing,Mercury,95.00,-28.50,90.34,"Crater, craters",1985,Gotthold Ephraim; German critic and dramatist (1729-1781).
Liang K'ai,Mercury,145.00,-39.89,184.16,"Crater, craters",1979,Chinese painter (c. 1140-1210).
Li Ch'ing-Chao,Mercury,69.00,-77.96,71.17,"Crater, craters",1976,Chinese poet (1081-c. 1141).
Liguria,Mercury,0.00,45.00,225.00,Albedo Feature,1976,"Albedo name for H-4, Raditladi region."
Li Po,Mercury,126.00,17.10,35.69,"Crater, craters",1976,Chinese poet (701-762).
Lismer,Mercury,139.12,81.51,193.63,"Crater, craters","Apr 24, 2012",Arthur; Canadian painter (1885-1969).
Liszt,Mercury,79.00,-16.13,168.34,"Crater, craters",1985,Franz; Hungarian piano virtuoso and composer (1811-1886).
Lorde,Mercury,45.00,-69.12,49.57,"Crater, craters","Apr 29, 2022","Audre (born Audrey Geraldine), also called Gamba Adisa or Rey Domini, American poet and writer of Caribbean heritage (1934-1992)."
Lovecraft,Mercury,51.97,-86.24,73.82,"Crater, craters","Mar 15, 2013",Howard Phillips; American author (1890-1937).
Lucena,Mercury,52.00,-25.21,156.10,"Crater, craters","Feb 07, 2025",Clemencia; Colombian painter (1945-1983).
Lugus Planitia,Mercury,574.00,-6.24,98.66,"Planitia, planitiae","Mar 14, 2017",Gaulish equivalent of the Roman god Mercury.
Lu Hsun,Mercury,96.00,-0.01,23.76,"Crater, craters",1976,(Chou Shu-Jen); Chinese writer (1881-1936).
Lysippus,Mercury,155.00,1.03,132.75,"Crater, craters",1976,Greek sculptor (4th century B.C.).
Machaut,Mercury,104.00,-2.05,82.37,"Crater, craters",1976,Guillaume de; French poet and composer (c. 1300-1377).
Ma Chih-Yuan,Mercury,197.00,-60.01,78.01,"Crater, craters",1976,Chinese dramatist (fl. 1251).
Maciji Facula,Mercury,29.00,14.90,196.00,"Facula, faculae","Apr 16, 2018",Hausa (Niger and Nigeria) word for snake.
MacNicol,Mercury,42.00,-68.19,355.95,"Crater, craters","Aug 25, 2022",Bessie; Scottish painter (1869-1904).
Madu Facula,Mercury,70.00,-21.24,74.87,"Facula, faculae","May 09, 2023",Estonian word for snake.
Magritte,Mercury,149.00,-72.78,238.37,"Crater, craters","Apr 24, 2012",René; Belgian painter (1898-1967).
Mahler,Mercury,104.00,-19.68,18.82,"Crater, craters",1976,Gustav; Austrian composer (1860-1911).
Mahsati,Mercury,79.00,39.57,250.29,"Crater, craters","Feb 07, 2025",Mahsati Ganjavi; medieval Persian poet (c. 1089-1159).
Makeba,Mercury,26.00,14.22,1.41,"Crater, craters","Aug 13, 2024","Miriam; South African singer-songwriter, known as ‘Mama Africa’ (1932-2008)."
Manley,Mercury,218.00,-10.53,256.61,"Crater, craters","Jun 13, 2023","Edna; Jamaican sculptor, painter, and printmaker (1900-1987)."
Mansart,Mercury,84.97,72.72,123.36,"Crater, craters",1979,Jules Hardouin; French architect (c. 1646-1708).
Mansur,Mercury,95.00,47.41,163.61,"Crater, craters",1979,Ustad; Indian painter (17th century).
March,Mercury,83.00,30.95,176.30,"Crater, craters",1979,"Ausias; Spanish poet, first major poet to write in Catalan (1397-1459)."
Mark Twain,Mercury,142.00,-10.91,138.28,"Crater, craters",1976,"(Samuel Clemens); American novelist, satirist (1835-1910)."
Martí,Mercury,69.48,-75.96,168.26,"Crater, craters",1976,Jose Julian Marti y Perez; Cuban poet and essayist (1853-1895).
Martial,Mercury,51.00,68.47,178.33,"Crater, craters",1979,Marcus Valerius; Roman epigrammist (c. A.D. 40-c. 103).
Martins,Mercury,12.40,-8.00,304.93,"Crater, craters","Jun 10, 2019","Maria, Brazilian sculptor (1894-1973)."
Masuka,Mercury,38.00,32.00,70.24,"Crater, craters","Aug 13, 2024",Dorothy; Zimbabwean-born South African jazz singer (1935-2019).
Matabei,Mercury,24.00,-39.85,14.05,"Crater, craters","Jul 09, 2009",Iwasa; Japanese painter (1578-1650).
Matisse,Mercury,189.00,-23.80,90.19,"Crater, craters",1976,Henri; French painter and sculptor (1869-1954).
Mearcair Planitia,Mercury,1175.00,31.40,227.90,"Planitia, planitiae","Mar 14, 2017",Irish word for the planet Mercury.
Melville,Mercury,146.00,22.01,9.89,"Crater, craters",1976,Herman; American novelist (1819-1891).
Mena,Mercury,15.00,-0.17,124.73,"Crater, craters",1976,Juan de; Spanish poet (1411-1456).
Mendelssohn,Mercury,291.00,70.31,257.68,"Crater, craters","Apr 24, 2012",Jakob Ludwig Felix; German composer (1809-1847).
Mendes Pinto,Mercury,192.00,-61.65,17.57,"Crater, craters",1976,F.; Portuguese prose author (c. 1510-1583).
Meteor Rupēs,Mercury,990.00,-47.70,345.70,"Rupes, rupēs","Oct 19, 2018","German; expedition on Meteor ship explored the South Atlantic Ocean, 1925-1927."
Michelangelo,Mercury,229.72,-44.92,109.78,"Crater, craters",1979,"Buonarroti; Italian painter, sculptor and architect (1475-1564)."
Mickiewicz,Mercury,103.00,23.15,103.23,"Crater, craters",1976,Adam Bernard; Polish poet (1798-1855).
Milton,Mercury,180.85,-26.10,175.03,"Crater, craters",1976,John; English poet (1608-1674).
Mirni Rupes,Mercury,258.02,-38.54,39.01,"Rupes, rupēs",1976,"Russian; Bellingshausen's ship for Antarctic exploration, 1819-21."
Mistral,Mercury,102.00,4.70,54.67,"Crater, craters",1976,Gabriela; Chilean poet (1889-1957).
Mofolo,Mercury,103.00,-37.68,28.22,"Crater, craters",1976,Thomas; South African (Lesotho) novelist (1876/77-1948).
Molière,Mercury,139.00,15.40,17.71,"Crater, craters",1976,Jean Baptiste Poquelin; French dramatist and satirist (1622-1673).
Monet,Mercury,203.00,44.23,9.77,"Crater, craters",1979,Claude; French painter (1840-1926).
Monk,Mercury,12.00,66.08,296.19,"Crater, craters","Jun 18, 2013",Thelonious; American jazz musician and composer (1917-1982).
Monteverdi,Mercury,134.00,64.49,81.01,"Crater, craters",1979,Claudi; Italian composer (1567-1643).
Moody,Mercury,83.00,-13.21,215.15,"Crater, craters","Nov 20, 2008",Ronald; Jamaican sculptor and painter (1900-1984).
Morrison,Mercury,35.00,79.66,127.43,"Crater, craters","Sep 27, 2022",Toni; American author (1931-2019).
Motonobu,Mercury,52.00,0.78,65.32,"Crater, craters","Aug 13, 2024",Kanō; Japanese painter and calligrapher (1476-1559).
Mozart,Mercury,241.00,7.75,190.59,"Crater, craters",1976,W. A.; Austrian composer (1756-1791).
Munch,Mercury,57.00,40.48,207.18,"Crater, craters","Nov 20, 2008","Edvard; Norwegian painter, printmaker, and draftsman (1863-1944)."
Munkácsy,Mercury,193.00,21.95,258.86,"Crater, craters","Jul 09, 2009",Mihály; Hungarian painter (1844-1900).
Murasaki,Mercury,132.00,-12.54,30.40,"Crater, craters",1976,Shikibu; Japanese novelist and poet (978-1014/1026).
Mussorgskij,Mercury,115.00,32.82,97.65,"Crater, craters",1979,Modest; Russian composer (1839-1881).
Myron,Mercury,25.00,71.21,84.86,"Crater, craters",1979,Greek sculptor (fl. c. 480-440 B.C.).
Nabokov,Mercury,166.00,-14.56,304.24,"Crater, craters","Apr 24, 2012",Vladimir; Russian and American writer (1899-1977).
Nairne,Mercury,56.00,-70.34,358.41,"Crater, craters","Jan 12, 2022",Carolina; Scottish songwriter (1766-1845).
Nākahi Facula,Mercury,64.00,-52.70,342.20,"Facula, faculae","May 01, 2018",Māori word for snake.
Namatjira,Mercury,34.00,58.82,33.04,"Crater, craters","Sep 25, 2015","Albert; Australian Aboriginal artist, pioneer of contemporary Indigenous Australian art (1902-1959)."
Nampeyo,Mercury,49.00,-40.33,49.96,"Crater, craters",1976,Hopi potter (c. 1860-1942).
Nasir,Mercury,42.00,-20.33,333.30,"Crater, craters","Aug 13, 2024","Sayyid Abdallah Bin Ali Bin; Swahili poet, author of the epic Al Inkishafi (The Soul's Awakening) (1735-1810)."
Nathair Facula,Mercury,270.00,36.00,295.50,"Facula, faculae","Apr 02, 2018",Irish word for snake.
Nautilus Rupes,Mercury,348.00,-28.23,293.33,"Rupes, rupēs","Jun 03, 2013",American; oceanic research and underwater archaeology vessel that performs studies in the Mediterranean and Caribbean since 2009.
Navoi,Mercury,69.00,58.82,199.59,"Crater, craters","Nov 20, 2008",Alisher; Uzbek poet (1441-1501).
Nāwahī,Mercury,38.00,35.88,214.74,"Crater, craters","Nov 20, 2008",Joseph Nawahi; Native Hawaiian painter (1842-1896).
Neidr Facula,Mercury,90.00,35.90,302.70,"Facula, faculae","Apr 02, 2018",Welsh word for snake.
Neruda,Mercury,112.00,-52.66,234.21,"Crater, craters","Apr 08, 2008","Jan; Czech poet, journalist, writer, and art critic (1834-1891); Johann Baptist Georg; Classical Czech composer (1708-1780)."
Nervo,Mercury,66.00,42.70,179.89,"Crater, craters",1979,Amado; Mexican poet (1870-1919).
Neumann,Mercury,122.00,-37.22,34.56,"Crater, craters",1976,B.; German architect (1687-1753).
Ngu Facula,Mercury,53.00,-22.77,90.85,"Facula, faculae","May 09, 2023",Lao word for snake.
Nizāmī,Mercury,77.00,70.46,166.71,"Crater, craters",1979,Elyas Yusof Ganjavi; Persian epic poet (c. 1141-1209).
Nureyev,Mercury,16.00,11.68,173.13,"Crater, craters","Apr 24, 2012",Rudolf; Soviet and British ballet dancer of Tatar-Bashkir origin (1938-1993).
Nzoka Facula,Mercury,20.00,15.40,194.70,"Facula, faculae","Apr 16, 2018",Kamba (Kenya) word for snake.
Odin Planitia,Mercury,473.00,23.60,169.86,"Planitia, planitiae",1976,Norse god.
Ōkyo,Mercury,66.00,-70.05,74.66,"Crater, craters",1985,Maruyama; Japanese painter (1733-1795).
Orm Faculae,Mercury,125.00,26.58,59.68,"Facula, faculae","Apr 16, 2019",Swedish word for snake.
Oskison,Mercury,122.00,60.36,214.76,"Crater, craters","Nov 20, 2008",John Milton; Cherokee author (1874-1947).
Otaared Planitia,Mercury,470.00,18.26,337.61,"Planitia, planitiae","Mar 14, 2017",Arabic word for the planet Mercury.
Ovid,Mercury,41.00,-69.77,20.23,"Crater, craters",1976,Publius Ovidius Naso; Roman poet (43 B.C.-A.D. 17).
Paestum Vallis,Mercury,96.00,60.28,233.96,"Vallis, valles","Apr 30, 2013",Ancient city in the Campania region of Italy.
Pahinui,Mercury,54.00,-28.16,213.21,"Crater, craters","Mar 15, 2013",Charles Phillip Kahahawai “Gabby”; Hawaiian musician (1921-1980).
Palmer Rupes,Mercury,274.00,-26.07,106.28,"Rupes, rupēs","Jun 03, 2013",American; ice-breaking ship dedicated to scientific research and operated by the National Science Foundation for Antarctic scientific missions since 1992.
Pampu Facula,Mercury,120.44,-57.76,31.79,"Facula, faculae","Apr 16, 2019",Tamil (SE India and NE Sri Lanka) word for snake. Another spelling is ‘pambu’.
Pantheon Fossae,Mercury,311.00,30.19,197.17,"Fossa, fossae","Apr 08, 2008","Classic domed Roman building begun in 27 BC by Marcus Agrippa, and rebuilt by Hadrian between AD 118 and 128."
Papsukkal Planitia,Mercury,810.00,-16.25,271.63,"Planitia, planitiae","Mar 14, 2017",Akkadian messenger god.
Paramour Rupes,Mercury,616.00,-0.08,212.54,"Rupes, rupēs","Feb 12, 2014","English; research vessel of the Royal Navy used to study magnetism, longitude, and navigation problems, commanded by Edmond Halley from 1698 to 1699."
Pasch,Mercury,37.00,46.12,225.25,"Crater, craters","Apr 24, 2012",Ulrica Fredrica; Swedish painter (1735-1796).
Pelagia Rupes,Mercury,220.00,15.33,218.59,"Rupes, rupēs","Jan 27, 2023","Dutch; a research and survey vessel that has performed hydrographic and oceanographic surveys and sediment sampling since 1990 in the Atlantic (North Sea, Caribbean Sea), Indian, and Pacific Oceans."
Pentas,Mercury,0.00,5.00,310.00,Albedo Feature,1976,Albedo feature; Antoniadi map.
Petipa,Mercury,12.00,11.54,338.95,"Crater, craters","Apr 24, 2012",Marius; French and Russian choreographer and dancer (1818-1910).
Petőfi,Mercury,61.00,-83.55,240.65,"Crater, craters","Mar 15, 2013",Sándor; Hungarian poet (1823-1849).
Petrarch,Mercury,167.00,-30.52,26.29,"Crater, craters",1976,Francesco; Italian poet (1304-1374).
Petronius,Mercury,36.00,86.06,40.51,"Crater, craters","Aug 06, 2012",Gaius Petronius Arbiter; Roman author (d. 66 ).
Phaethontias,Mercury,0.00,0.00,167.00,Albedo Feature,1976,"Albedo name for H-8, Tolstoj region."
Phidias,Mercury,168.00,8.97,149.73,"Crater, craters",1976,Greek sculptor (fl. c. 490-430 B.C.).
Philoxenus,Mercury,87.00,-8.68,111.75,"Crater, craters",1976,Greek lyric poet (436-380 B.C.).
Piazzolla,Mercury,38.00,34.38,0.42,"Crater, craters","Aug 13, 2024",Astor; Argentine tango composer and bandoneon player (1921 –1992).
Picasso,Mercury,134.00,3.44,309.76,"Crater, craters","Mar 03, 2010",Pablo; Spanish painter and sculptor (1881-1973).
Pieria,Mercury,0.00,0.00,270.00,Albedo Feature,1976,"Albedo name for H-10, Derain region."
Pigalle,Mercury,153.00,-37.65,9.64,"Crater, craters",1976,Jean Baptiste; French sculptor (1714-1785).
Plath,Mercury,35.00,37.86,38.84,"Crater, craters","Sep 25, 2015",Sylvia; American poet (1932-1963).
Pleias,Mercury,0.00,15.00,140.00,Albedo Feature,1976,Albedo feature; Antoniadi map.
Po Chü-I,Mercury,70.00,-6.94,165.28,"Crater, craters",1976,Chinese poet (772-846).
Poe,Mercury,77.00,43.76,200.90,"Crater, craters","Nov 20, 2008","Edgar Allan; American poet, critic, editor and author (1809-1849)."
Polygnotus,Mercury,124.00,-0.13,69.26,"Crater, craters",1976,Greek painter (c. 500-400 B.C.).
Popova,Mercury,34.00,-34.72,66.73,"Crater, craters","Dec 19, 2012",Lyubov; Russian painter and designer (1889-1924).
Pourquoi-Pas Rupes,Mercury,164.65,-58.54,156.17,"Rupes, rupēs",1976,"French; Charcot's ship to explore Antarctica, 1908-10."
Po Ya,Mercury,101.00,-45.92,20.17,"Crater, craters",1976,Bo Ya; Chinese musician (a guqin player) from the Spring and Autumn Period (5th-8th centuries B.C.).
Praxiteles,Mercury,198.00,27.11,60.28,"Crater, craters",1979,Greek sculptor (fl. 370-330 B.C.).
Price,Mercury,38.00,15.15,300.84,"Crater, craters","Feb 07, 2025",Florence Beatrice; American composer and musician (1887-1953).
Prokofiev,Mercury,112.00,85.77,297.08,"Crater, craters","Aug 06, 2012",Sergey; Russian composer (1891-1953).
Protea Rupes,Mercury,147.00,-9.36,203.01,"Rupes, rupēs","Nov 07, 2022",South African; research vessel that performed hydrographic surveys (1922-1933).
Proust,Mercury,145.00,19.56,47.59,"Crater, craters",1976,Marcel; French novelist (1871-1922).
Providencia Rupes,Mercury,310.00,1.94,233.57,"Rupes, rupēs","Jan 11, 2023","Colombian; a research vessel used for biological, meteorological, chemistry, physics, geology, and oceanographic studies in the Caribbean Sea and Pacific Ocean since 1981."
Puccini,Mercury,76.00,-65.39,45.32,"Crater, craters",1976,Giacomo; Italian composer (1858-1924).
Purcell,Mercury,87.67,80.43,152.21,"Crater, craters",1979,Henry; English composer (c. 1659-1695).
Pushkin,Mercury,232.00,-65.79,20.73,"Crater, craters",1976,Alecksandr Sergeyevich; Russian poet (1799-1837).
Qi Baishi,Mercury,15.00,-4.31,195.63,"Crater, craters","Nov 20, 2008",Qi Baishi; Chinese painter (1864-1957).
Qiu Ying,Mercury,20.00,82.67,85.70,"Crater, craters","Aug 06, 2012",(Ch'iu Ying); Chinese painter (1494-1552).
Rabelais,Mercury,154.00,-60.53,61.81,"Crater, craters",1976,Francois; French writer (c. 1483-1553).
Rachmaninoff,Mercury,305.00,27.66,302.63,"Crater, craters","Mar 18, 2010","Sergei V.; Russian composer, pianist, and conductor (1873-1943)."
Raden Saleh,Mercury,23.00,2.07,201.17,"Crater, craters","Nov 20, 2008",Raden Saleh; Javanese painter (1807-1880).
Raditladi,Mercury,258.00,27.15,240.94,"Crater, craters","Apr 08, 2008",Leetile Disang; Botswanan playwright and poet (1910-1971).
Rainey,Mercury,40.00,-33.55,39.56,"Crater, craters","Feb 07, 2025",Gertrude “;Ma“;; American blues singer and early-blues recording artist (1886-1939).
Rajnis,Mercury,80.00,4.36,96.21,"Crater, craters",1976,Ya; Latvian poet (1865-1925).
Rameau,Mercury,58.00,-54.58,37.24,"Crater, craters",1976,Jean Philippe; French composer (1683-1764).
Raphael,Mercury,342.00,-20.42,76.35,"Crater, craters",1976,Raffaello Sanzio; Italian painter (1483-1520).
Ravel,Mercury,78.00,-12.01,38.19,"Crater, craters",1985,Maurice; French composer (1875-1937).
