Feature Name,Target,Diameter,Center Latitude,Center          Longitude,Feature Type,Approval Date,Origin
Poritrin Planitia,Titan,1900.00,48.00,24.00,"Planitia, planitiae","Oct 08, 2014","Planet from the Dune series; third planet of Epsilon Alangue, considered by many Zensunni Wanderers as their planet of origin."
Prespa Lacus,Titan,43.70,73.10,135.70,"Lacus, lacūs","Jun 06, 2017","Lake in the Republic of Macedonia, Albania, and Greece."
Puget Sinus,Titan,93.00,82.40,241.10,"Sinus, sinūs","Jan 19, 2015","Sound in state of Washington, USA."
Punga Mare,Titan,380.00,85.10,339.70,"Mare, maria","Nov 14, 2008","Māori (New Zealand) supernatural being, the father of sharks and lizards. Son of the sea god Tangaroa."
Qinghai Lacus,Titan,44.30,83.40,51.50,"Lacus, lacūs","Aug 07, 2017","Kukunor, Tso Ngonpo; lake in China."
Quilotoa Lacus,Titan,11.80,80.30,120.10,"Lacus, lacūs","Jun 26, 2017",Lake in Ecuador.
Quivira,Titan,0.00,0.00,15.00,Albedo Feature,2006,Legendary city in the American Southwest; site of a fabulous treasure sought by Coronado and other explorers.
Racetrack Lacuna,Titan,9.90,66.10,224.90,"Lacuna, lacunae","Dec 21, 2010","Intermittent lake (playa) in California, USA."
Rannoch Lacus,Titan,63.50,74.20,129.30,"Lacus, lacūs","Jun 06, 2017",Lake in Scotland.
Rerir Montes,Titan,370.00,-4.80,212.10,"Mons, montes","Dec 05, 2011","Name of a mountain from Middle-earth, the fictional setting in fantasy novels by J.R.R. Tolkien."
Richese Labyrinthus,Titan,200.00,41.80,199.00,"Labyrinthus, labyrinthi","Oct 08, 2014","Planet from the Dune series; fourth planet of Eridani A, supreme in machine culture, noted for miniaturization."
Robino Lacus,Titan,11.00,74.28,140.46,"Lacus, lacūs","May 23, 2024",Lake in Haiti.
Roca Lacus,Titan,46.00,79.80,123.50,"Lacus, lacūs","Jun 26, 2017",Lake in Chile and Argentina.
Rohe Fluctus,Titan,103.00,47.30,37.75,"Fluctus, fluctūs","Mar 02, 2007","Beautiful Māori goddess, wife of Māui."
Rombaken Sinus,Titan,92.50,75.30,232.90,"Sinus, sinūs","Jan 19, 2015",Fjord in Norway.
Romo Planitia,Titan,400.00,-82.79,200.96,"Planitia, planitiae","Dec 27, 2015",Planet from the Dune series; the planet on which the younger brother of Miles Teg was poisoned.
Rossak Planitia,Titan,512.00,-71.04,355.00,"Planitia, planitiae","Dec 27, 2015","Planet from the Dune series; the source planet for the Bene Gesserit's original poison drug, or, the “;Water of Life“;, and the origin of the Bene Gesserit order itself."
Royllo Insula,Titan,103.00,68.30,297.20,"Insula, insulae","Jan 19, 2015","Island in Atlantic Ocean (15th Century maps) on verge of the unknown, near Antilla and St. Brandan."
Rukwa Lacus,Titan,36.00,74.80,134.80,"Lacus, lacūs","Jun 06, 2017",Lake in Tanzania.
Rwegura Lacus,Titan,21.70,71.50,105.20,"Lacus, lacūs","Jun 26, 2017",Lake in Burundi.
Saldanha Sinus,Titan,18.00,82.42,322.50,"Sinus, sinūs","Dec 14, 2020",Bay in South Africa.
Salusa Labyrinthus,Titan,126.00,45.60,264.20,"Labyrinthus, labyrinthi","Sep 14, 2017","Planet from the Dune series; Salusa Secundus, used as the Imperial Prison Planet."
Sambation Flumina,Titan,210.00,87.33,90.12,"Flumen, flumina","Dec 14, 2020",Legendary river in Jewish literature.
Santorini Facula,Titan,140.00,2.40,145.60,"Facula, faculae",2006,Greek island also known as Thira.
Saraswati Flumen,Titan,2.90,-74.55,193.51,"Flumen, flumina","Dec 27, 2015",A river in Hindu mythology.
Sarygamysh Lacus,Titan,19.00,84.64,103.92,"Lacus, lacūs","Apr 13, 2022",Lake in Turkmenistan and Uzbekistan.
Seldon Fretum,Titan,67.00,66.00,316.60,"Fretum, freta","Jan 19, 2015","Hari Seldon, the fictional, intellectual hero of Isaac Asimov's Foundation Series, First Minister of the Galactic Empire."
Selk,Titan,80.00,7.00,199.00,"Crater, craters","Feb 15, 2008","Egyptian goddess of knowledge, writing, education, and reptiles."
Senkyo,Titan,0.00,-5.00,320.00,Albedo Feature,2006,"Japanese ideal realm of aloofness and serenity, freedom from wordly cares and death."
Sevan Lacus,Titan,46.90,69.70,225.60,"Lacus, lacūs","Sep 16, 2010",Lake in Armenia.
Shangri-La,Titan,0.00,-10.00,165.00,Albedo Feature,2006,Tibetan mythical land of eternal youth.
Shikoku Facula,Titan,285.00,-10.40,164.10,"Facula, faculae",2006,Japanese island.
Shiwanni Virgae,Titan,1400.00,-25.00,32.00,"Virga, virgae",2006,Zuni rain god.
Shoji Lacus,Titan,5.80,-79.74,166.37,"Lacus, lacūs","Dec 27, 2015",Lake in Japan.
Sikun Labyrinthus,Titan,175.00,-77.90,28.90,"Labyrinthus, labyrinthi","Jan 06, 2010","Planet from the Dune series, home to the useful plant akarso."
Sinlap,Titan,80.00,11.30,16.00,"Crater, craters",2006,Kachin (N. Burma) wise spirit who dwells in the sky and gives wisdom to his worshippers.
Sionascaig Lacus,Titan,143.20,-41.52,278.12,"Lacus, lacūs","Mar 12, 2013",Lake in Scotland.
Skelton Sinus,Titan,73.00,76.80,314.90,"Sinus, sinūs","Jan 19, 2015",Inlet in Antarctica.
Soi,Titan,75.00,24.30,140.90,"Crater, craters","Feb 03, 2012","Melanesian (New Ireland Island, Papua New Guinea) god of wisdom."
Sotonera Lacus,Titan,63.00,76.75,17.49,"Lacus, lacūs","Sep 27, 2007",Lake in Spain.
[Sotra Facula],Titan,235.00,-12.50,39.80,"Facula, faculae",2006,Norwegian island.
Sotra Patera,Titan,40.00,-14.54,40.00,"Patera, paterae","Dec 19, 2012",Norwegian island.
Sparrow Lacus,Titan,81.40,84.30,64.70,"Lacus, lacūs","Sep 27, 2007",Lake in Canada.
Suwa Lacus,Titan,12.00,74.10,135.20,"Lacus, lacūs","Jun 06, 2017",Lake in Japan.
Synevyr Lacus,Titan,36.00,81.00,53.60,"Lacus, lacūs","Aug 07, 2017",Lake in Ukraine.
Taniquetil Montes,Titan,130.00,-3.67,213.26,"Mons, montes","Nov 13, 2012","Name of a mountain from Middle-earth, the fictional settingin fantasy novels by J.R.R. Tolkien."
Tasmania Facula,Titan,26.00,10.41,167.37,"Facula, faculae","Apr 14, 2022",Australian island.
Taupo Lacus,Titan,27.00,72.70,132.60,"Lacus, lacūs","Jun 06, 2017",Lake in New Zealand.
Tengiz Lacus,Titan,70.00,73.20,105.60,"Lacus, lacūs","Jun 26, 2017",Lake in Kazakhstan.
Texel Facula,Titan,190.00,-11.50,182.60,"Facula, faculae",2006,Dutch island.
Tibi Lacus,Titan,47.00,76.65,135.75,"Lacus, lacūs","May 23, 2024",Lake in Sierra Leone.
Tishtrya Virgae,Titan,276.00,23.84,179.75,"Virga, virgae","Jul 20, 2015",Persian rain god.
Tlaloc Virgae,Titan,600.00,23.73,207.70,"Virga, virgae","Jul 20, 2015",Aztec rain god.
Tleilax Labyrinthus,Titan,207.00,-48.00,16.00,"Labyrinthus, labyrinthi","Mar 01, 2017",Planet from the Dune series; home world of the Bene Tleilax.
Toba Lacus,Titan,23.60,70.90,108.10,"Lacus, lacūs","Jun 26, 2017",Lake in Indonesia.
Tollan Terra,Titan,800.00,6.40,322.70,"Terra, terrae","Jan 05, 2012",Aztec paradise where crops never fade.
Tortola Facula,Titan,65.00,8.80,143.10,"Facula, faculae",2006,Island in the British Virgin Islands.
Totak Lacus,Titan,20.00,74.03,225.99,"Lacus, lacūs","Apr 14, 2022",Lake in Norway.
Towada Lacus,Titan,24.00,71.40,244.20,"Lacus, lacūs","Apr 07, 2011",Lake in Japan.
Trevize Fretum,Titan,173.00,74.40,269.90,"Fretum, freta","Jan 19, 2015","Golan Trevize, fictional character in Isaac Asimov's Foundation Series, councilman of the planet Terminus."
Trichonida Lacus,Titan,31.50,81.30,65.30,"Lacus, lacūs","Aug 07, 2017",Lake in Greece.
Trold Sinus,Titan,118.00,71.30,292.70,"Sinus, sinūs","Jan 19, 2015",Fjord in Canada.
Tsegihi,Titan,0.00,-40.00,10.00,Albedo Feature,2006,Navajo sacred place.
Tsiipiya Terra,Titan,573.24,2.83,340.12,"Terra, terrae","Aug 24, 2017","Hopi name for Mount Taylor (New Mexico, US), as a sacredmountain."
Tsomgo Lacus,Titan,59.00,-86.37,162.41,"Lacus, lacūs","Dec 27, 2015","Tsongmo, Changu; Lake in India."
Tui Regio,Titan,1200.00,-24.50,124.90,"Regio, regiones",2006,"Chinese goddess of happiness, joy, and water."
Tumaco Sinus,Titan,31.00,82.55,315.22,"Sinus, sinūs","Dec 14, 2020",Bay in Columbia.
Tunu Sinus,Titan,134.00,79.20,299.80,"Sinus, sinūs","Jan 19, 2015",Fjord in Greenland.
Tupile Labyrinthus,Titan,84.00,-80.50,32.20,"Labyrinthus, labyrinthi","Jul 20, 2015",Planet from the Dune series; “sanctuary planet” for defeated houses of the Imperium.
Uanui Virgae,Titan,917.00,45.20,235.30,"Virga, virgae","Apr 05, 2010",Māori (New Zealand) “;Great Rain“; god.
Urmia Lacus,Titan,28.60,-39.27,276.55,"Lacus, lacūs","Mar 12, 2013",Lake in Iran.
Uvs Lacus,Titan,26.90,69.60,245.70,"Lacus, lacūs","Sep 16, 2010",Lake in Mongolia.
Uyuni Lacuna,Titan,27.00,66.30,228.40,"Lacuna, lacunae","Dec 21, 2010",Intermittent lake (salar) in Bolivia.
Vaca Lacus,Titan,46.00,77.00,131.93,"Lacus, lacūs","May 23, 2024",Lake in Belize.
Vänern Lacus,Titan,43.90,70.40,223.10,"Lacus, lacūs","Sep 16, 2010",Lake in Sweden.
Van Lacus,Titan,32.70,74.20,137.30,"Lacus, lacūs","Jun 06, 2017",Lake in Turkey.
Veles,Titan,45.00,2.00,137.30,Large ringed feature,2006,Slavic god of housekeeping wisdom.
Veliko Lacuna,Titan,90.00,-76.80,33.10,"Lacuna, lacunae","Jul 20, 2015",Intermittent lake in Bosnia-Herzegovina.
Vid Flumina,Titan,158.00,72.90,242.25,"Flumen, flumina","Feb 13, 2013","In Norse mythology, a broad river of the ice-cold poisonous Elivagar system."
Viedma Lacus,Titan,42.00,72.00,125.70,"Lacus, lacūs","Jun 06, 2017",Lake in Argentina.
Vis Facula,Titan,215.00,7.00,138.40,"Facula, faculae",2006,Croatian island.
Waikare Lacus,Titan,52.50,81.60,126.00,"Lacus, lacūs","Sep 27, 2007",Lake in New Zealand.
Wakasa Sinus,Titan,146.00,80.70,270.00,"Sinus, sinūs","Jan 19, 2015",Bay in Japan.
Walvis Sinus,Titan,253.00,58.20,324.10,"Sinus, sinūs","Jan 19, 2015",Bay in Namibia.
Weija Lacus,Titan,12.00,68.77,327.68,"Lacus, lacūs","Mar 12, 2020",Lake in Ghana.
Winia Fluctus,Titan,300.00,49.00,46.00,"Fluctus, fluctūs","Mar 02, 2007","Indonesian first woman, known for her great beauty."
Winnipeg Lacus,Titan,60.00,78.05,153.31,"Lacus, lacūs","Feb 26, 2018",Lake in Canada.
Woytchugga Lacuna,Titan,449.00,68.88,109.00,"Lacuna, lacunae","Dec 03, 2013",Intermittent lake in Australia.
Xanadu,Titan,3400.00,-15.00,100.00,Albedo Feature,2006,An imaginary country in Coleridge's “;Kubla Khan.“;
Xanthus Flumen,Titan,78.00,83.47,242.76,"Flumen, flumina","Nov 06, 2015",River in the Iliad.
Xolotlán Lacus,Titan,57.40,82.30,72.90,"Lacus, lacūs","Aug 07, 2017",Managua; lake in Nicaragua.
Xuttah Planitia,Titan,18.00,10.60,167.69,"Planitia, planitiae","Apr 13, 2022","Planet from the Dune series; the ninth planet in the star system Alkalurops, which provides advanced technology to the Imperium."
Yalaing Terra,Titan,980.00,-19.50,324.00,"Terra, terrae","Jan 05, 2012",Australian spirit land filled with game and clean water for good souls.
Yessey Lacus,Titan,24.50,73.00,110.80,"Lacus, lacūs","Jun 26, 2017","Lake in Siberia (Evenkia, Asiatic Russia)."
Yojoa Lacus,Titan,58.30,78.10,54.10,"Lacus, lacūs","Aug 07, 2017",Lake in Honduras.
Ypoa Lacus,Titan,39.20,73.40,132.20,"Lacus, lacūs","Jun 06, 2017",Lake in Paraguay.
Zaza Lacus,Titan,29.00,72.40,106.90,"Lacus, lacūs","Jun 26, 2017",Lake in Cuba.
Zephyrus Undae,Titan,130.00,-8.50,217.10,"Unda, undae","Dec 05, 2011",Greek personification of the gentle west wind.
Zub Lacus,Titan,19.50,71.70,102.60,"Lacus, lacūs","Aug 07, 2017",Lake in Antarctica.
